-2.269079568195394359e+00,2.146636715602274847e+01,0.000000000000000000e+00
-2.997885599779336552e+00,2.133432275047242754e+01,0.000000000000000000e+00
-2.486033908676829274e+00,2.173024048194421098e+01,0.000000000000000000e+00
-2.136863442934954449e+00,2.078327291594960613e+01,0.000000000000000000e+00
-2.487886128511963335e+00,2.096072227103137919e+01,0.000000000000000000e+00
-3.421989704448743730e+00,2.182155178360532588e+01,0.000000000000000000e+00
-3.033331153824405213e+00,2.079494054262607960e+01,0.000000000000000000e+00
-1.349761192867578341e+00,1.961589458513542183e+01,0.000000000000000000e+00
-2.341986577380368306e+00,2.034974610566247932e+01,0.000000000000000000e+00
-1.636845485109980736e+00,2.079298817187077830e+01,0.000000000000000000e+00
-1.883738455765680886e+00,2.197027460079303651e+01,0.000000000000000000e+00
-3.580479497651445353e+00,2.048641925969112165e+01,0.000000000000000000e+00
-2.542048897093045046e+00,2.149142486030763166e+01,0.000000000000000000e+00
-2.098384608423812470e+00,2.119874488098948362e+01,0.000000000000000000e+00
-3.087247878790810862e+00,2.105976866136843029e+01,0.000000000000000000e+00
-2.727759964490813704e+00,2.039824172179039863e+01,0.000000000000000000e+00
-1.910782164715322473e+00,2.043306418727947005e+01,0.000000000000000000e+00
-2.169781835390954150e+00,2.102780775654466439e+01,0.000000000000000000e+00
-1.940870772196535476e+00,2.126389955586001079e+01,0.000000000000000000e+00
-2.650236459265348454e+00,2.125112510773249852e+01,0.000000000000000000e+00
-3.146587312639065548e+00,2.198248020664844660e+01,0.000000000000000000e+00
-1.958475360441024993e+00,2.095851892470427558e+01,0.000000000000000000e+00
-2.107071459756838738e+00,2.048438879723227402e+01,0.000000000000000000e+00
-4.094237937484977330e+00,2.197926256582050542e+01,0.000000000000000000e+00
-2.694808347916444191e+00,2.160455341658970596e+01,0.000000000000000000e+00
-2.444695792869440165e+00,2.110273694599099770e+01,0.000000000000000000e+00
-2.939162615458403405e+00,2.114928508318814693e+01,0.000000000000000000e+00
-2.092421836882202957e+00,2.027447183711059608e+01,0.000000000000000000e+00
-3.201314427172299748e+00,2.063822909617348600e+01,0.000000000000000000e+00
-2.183939738601752723e+00,2.104612695590024529e+01,0.000000000000000000e+00
-2.511711200888982809e+00,2.024672371178592201e+01,0.000000000000000000e+00
-2.854421783592922424e+00,2.121810817410115035e+01,0.000000000000000000e+00
-2.726319362795235790e+00,2.140276658351772809e+01,0.000000000000000000e+00
-2.190406665318439750e+00,2.080637784978917182e+01,0.000000000000000000e+00
-3.002868173718336919e+00,2.111602907984181243e+01,0.000000000000000000e+00
-2.481869232427947658e+00,2.047519114604848767e+01,0.000000000000000000e+00
-2.380584565804224617e+00,2.115236647239623480e+01,0.000000000000000000e+00
-1.821789465115358553e+00,2.142137197401112303e+01,0.000000000000000000e+00
-2.820398150262786618e+00,2.096790436029952431e+01,0.000000000000000000e+00
-3.800386889751955266e+00,2.163041696616761200e+01,0.000000000000000000e+00
-2.047706339700321898e+00,2.078385310009763742e+01,0.000000000000000000e+00
